date,Apple,Artichoke,Asparagus,Avocado,Banana,Beans,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Corn,Cranberries,Cucumber,Dates,Eggplant,Garlic,Grapefruit,Grapes,Kale,Lemons,Lettuce,Lychee,Mushrooms,Onion,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Pumpkin,Rhubarb,Spinach,Squash,Strawberries,Sweet Potato,Tomato,Turnip,Watermelon
2010-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
2010-08-01,37,100,0,0,16,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-01,25,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-01,26,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-01,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,22,0
2011-02-01,0,45,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,100,0,0,73
2011-03-01,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-01,14,0,0,0,0,48,0,24,0,100,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
2011-05-01,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0
2011-06-01,16,0,0,0,10,0,0,0,0,0,0,0,0,36,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2011-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-01,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
2011-09-01,0,36,100,0,6,0,0,0,0,0,0,0,0,0,0,32,18,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
2011-10-01,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-01,0,0,0,0,5,0,0,0,0,0,0,0,100,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0
2011-12-01,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
2012-01-01,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,58,63,0,0
2012-02-01,11,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-01,9,24,0,0,0,16,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,10,0,0,0,0,0,0,58,0,0
2012-04-01,14,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-01,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,10,62,0,69,0,0,0,62,0,20
2012-06-01,0,0,0,0,0,0,0,19,0,78,0,0,0,24,0,0,0,0,100,0,0,100,0,0,0,0,0,26,0,0,0,0,78,0,0,0,70,14,0
2012-07-01,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0
2012-08-01,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
2012-09-01,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,13,0
2012-10-01,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,17
2012-11-01,15,20,0,17,3,13,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0
2012-12-01,7,0,53,0,3,0,80,0,0,0,0,0,0,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,46,0,0,0,0,0,0,9,0
2013-01-01,6,0,0,0,3,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,38,0,0,0,16,0,7,0,0,0,0,0,0,43,0,0
2013-02-01,7,0,0,18,3,13,86,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0
2013-03-01,12,0,0,0,2,10,68,0,0,0,0,98,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-01,6,0,0,0,3,11,70,11,0,0,44,100,0,0,0,0,8,0,0,0,0,57,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,0
2013-05-01,6,0,49,0,5,11,74,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,0,0,0,0,0,16,0,7,0,0,0,0,9,0,0,0,14
2013-06-01,0,20,57,0,4,0,86,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,49,0,0
2013-07-01,8,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0
2013-08-01,7,37,52,17,6,12,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,65,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2013-09-01,6,17,47,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13
2013-10-01,5,15,0,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,100,13,0,0,35,0,0,10,0,0,35,0,12
2013-11-01,9,0,0,0,2,9,62,0,0,39,0,0,0,0,0,13,0,0,0,0,0,50,0,31,0,9,0,13,0,6,34,0,78,0,7,0,0,0,0
2013-12-01,10,0,0,0,3,9,0,0,0,0,0,0,0,11,0,0,0,0,47,0,0,48,52,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-01,7,0,0,0,4,0,0,9,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,36,0,0,0,0,0,0
2014-02-01,5,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2014-03-01,7,0,34,11,2,8,52,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,29,6,10
2014-04-01,5,25,0,0,3,0,53,0,0,34,0,0,0,0,0,11,0,0,0,0,0,0,0,26,0,0,0,11,0,0,0,0,0,0,6,0,0,6,10
2014-05-01,6,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10
2014-06-01,0,15,0,0,3,0,0,0,0,0,0,0,0,12,0,13,7,0,0,0,0,0,56,0,0,0,0,13,0,0,35,0,40,0,0,0,0,0,12
2014-07-01,6,0,0,0,5,0,0,0,4,0,44,0,0,13,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
2014-08-01,8,14,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,80,0,0,0,0,0,0,13,0,0,0,0,0,0,7,0,69,0,11
2014-09-01,0,12,0,0,3,8,0,0,0,0,0,77,43,10,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,30,0,0,0,0,0,0,6,30
2014-10-01,4,0,0,0,2,0,0,0,0,0,31,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,27,0,61,0,0,0,28,0,15
2014-11-01,6,11,0,10,3,0,48,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,25,27,0,0
2014-12-01,10,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,10,0,0,27,0,0,0,0,0,0,6,9
2015-01-01,4,0,0,10,3,7,94,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,42,0,0,0,0,10,100,0,0,0,30,0,0,0,0,5,9
2015-02-01,5,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,28,0,0,0
2015-03-01,4,0,0,9,3,0,45,7,0,0,29,0,0,9,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,4,0,0,29,0,0,0,0,0,8
2015-04-01,4,11,0,19,3,0,0,0,0,30,30,0,0,0,0,0,5,0,0,0,0,0,42,0,0,7,0,0,0,4,0,0,30,0,0,0,27,5,0
2015-05-01,4,12,0,10,2,0,49,0,0,31,31,0,0,9,0,10,0,0,0,0,0,40,0,0,0,0,0,10,0,5,0,0,62,8,0,0,0,0,9
2015-06-01,0,13,0,0,3,9,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,70,51,0,0,0,0,12,0,0,0,100,36,9,0,0,0,0,11
2015-07-01,11,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,7,0,0,0,0,52,0,0,9,0,0,0,0,0,0,0,40,0,0,0,35,0,12
2015-08-01,7,0,38,0,3,9,0,0,0,0,0,0,0,11,0,0,0,0,47,0,0,47,0,0,0,0,0,0,0,11,33,0,37,9,0,0,33,0,16
2015-09-01,9,0,0,10,4,0,100,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,25,7,0,0,0,0,5,0,0,0,8,0,0,0,0,19
2015-10-01,8,0,0,0,5,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,0,0,7,0,24,27,0,13
2015-11-01,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,24,0,0,0,10,0,4,54,0,30,0,0,0,27,6,0
2015-12-01,8,0,0,10,2,7,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,20,0,5,0,0,30,0,0,0,0,6,14
2016-01-01,5,10,0,12,2,6,0,0,1,0,0,61,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,24,0,0
2016-02-01,4,0,0,10,2,0,46,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,26,0,29,7,0,0,0,0,9
2016-03-01,3,0,0,0,1,0,39,0,0,0,25,57,0,0,0,0,0,0,32,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7
2016-04-01,4,10,0,9,4,6,42,0,0,0,0,0,0,8,0,9,0,0,34,0,0,34,0,21,6,6,0,0,0,0,0,0,0,7,5,0,0,0,0
2016-05-01,6,20,0,0,2,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,16,24,0,27,0,0,44,24,0,0
2016-06-01,6,0,0,0,2,0,0,0,0,0,31,0,40,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,31,0,0,0,28,0,9
2016-07-01,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,5,0,0,0,0,0,0,33,0,22
2016-08-01,5,13,36,0,2,8,0,0,0,35,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,28,0,0,15
2016-09-01,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,7,0,0,0,0,0,28,0,32,0,0,0,57,6,9
2016-10-01,4,11,0,9,3,7,0,0,1,0,0,67,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,26,80,0,7,0,0,26,5,0
2016-11-01,8,10,0,9,2,13,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,36,0,0,0,6,0,0,0,0,25,0,56,7,0,0,0,5,8
2016-12-01,0,10,0,9,3,0,0,0,0,0,0,0,0,0,0,9,10,0,36,0,0,0,0,0,6,0,0,0,0,4,25,0,0,0,0,0,0,0,0
2017-01-01,7,0,0,9,2,0,0,6,0,0,27,0,0,8,0,0,5,0,0,0,0,34,0,0,0,0,0,18,0,4,47,0,27,0,0,0,24,0,0
2017-02-01,8,0,0,10,4,7,49,0,0,0,0,0,0,0,0,0,6,0,0,0,0,40,44,0,0,0,0,10,0,5,28,0,0,0,0,26,0,6,0
2017-03-01,6,0,28,9,5,6,0,0,0,0,27,0,34,0,77,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,24,0,27,0,0,0,0,0,8
2017-04-01,4,0,0,18,5,7,43,0,0,28,0,0,0,8,0,9,5,0,35,0,56,0,0,21,6,6,0,9,0,0,24,0,28,0,0,0,25,0,0
2017-05-01,6,0,0,10,3,7,0,0,1,0,0,0,0,0,0,0,5,53,0,0,0,0,0,0,0,0,0,10,0,0,27,0,0,0,0,49,0,0,0
2017-06-01,0,0,0,12,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,11
2017-07-01,6,15,0,0,2,10,63,0,0,0,0,0,0,0,0,14,0,0,0,0,0,53,0,0,0,0,0,14,0,0,35,0,0,0,0,0,36,0,12
2017-08-01,0,14,0,12,4,0,58,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,18
2017-09-01,5,0,36,0,3,12,0,0,0,0,0,79,0,0,0,0,0,61,0,0,0,0,0,0,0,8,0,0,0,10,31,0,35,0,0,0,31,6,10
2017-10-01,4,11,0,0,4,7,0,0,0,0,0,0,0,9,0,10,6,55,0,0,0,40,0,0,0,0,79,0,0,0,28,0,31,0,0,0,0,6,9
2017-11-01,6,11,0,0,3,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,30,0,0,0,27,0,0
2017-12-01,8,11,0,0,7,0,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,6,9
2018-01-01,4,0,0,9,3,7,0,7,0,28,0,0,0,8,0,0,0,0,0,0,0,37,41,0,0,0,0,10,95,0,25,0,28,0,0,0,25,5,0
2018-02-01,9,12,34,11,45,12,52,0,0,0,33,0,0,0,0,0,0,0,0,90,0,43,0,26,0,0,0,11,0,0,0,0,0,0,0,0,30,0,10
2018-03-01,0,10,0,9,24,0,44,7,0,0,0,0,36,0,0,0,5,0,0,75,0,0,0,0,0,0,0,9,0,0,0,0,0,7,5,0,0,5,0
