date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Lychee,Malanga,Mangos,Mushrooms,Napa,Okra,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Raisins,Raspberries,Red Cabbage,Rhubarb,Rutabaga,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2012-01-01,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-01,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-01,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-01,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
2013-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-01,0,17,0,0,19,0,35,0,0,0,0,21,0,0,0,19,0,0,43,17,0,25,0,21,0,14,0,0,0,10,17,18,0,15,0,0,0,14,0,0,20,0,0,14,0,23,25,0,22,54,11,21,12,11,0,0,0,0,0,0,0,0,32,0,55,13,0,13,31,0,18,0,0,0,0
2013-08-01,0,0,0,13,14,0,31,12,62,17,0,76,0,0,0,30,0,0,0,19,0,20,0,15,0,15,40,0,19,22,0,0,0,0,0,0,19,0,0,0,29,0,0,15,0,0,14,30,0,20,18,18,0,0,0,14,0,0,0,0,23,15,34,0,33,28,0,14,13,0,19,0,0,0,0
2013-09-01,0,0,14,0,15,0,38,0,68,19,0,33,0,0,0,33,41,15,0,20,16,25,0,17,0,0,0,0,0,12,20,0,0,0,0,0,0,0,0,19,0,0,0,34,0,0,15,0,0,32,13,15,15,14,0,15,21,0,0,0,0,0,0,0,29,15,0,15,36,0,0,0,0,0,0
2013-10-01,0,0,0,0,0,0,50,58,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-01,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,64,0,0,0,0,0,0,0,0,0
2013-12-01,0,0,38,42,42,0,48,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,48,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,60,0,28,0,39,0,0,30,0,0,0,0,0,0,0,41,43,0,0,62,0,0,0,0,0,0
2014-01-01,0,0,0,0,0,0,33,0,0,55,0,0,0,0,0,63,0,0,0,59,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0
2014-02-01,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,64,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,86,0,0,0,0
2014-03-01,0,0,0,0,0,0,66,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0
2014-04-01,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,97,0,0,91,0,0,0,0,0,0
2014-05-01,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0
2014-06-01,0,0,0,0,91,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0
2014-07-01,0,0,0,100,100,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0
2014-08-01,0,0,100,0,0,0,84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-01,1,0,0,0,87,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,87,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,58,88,0,0,91,63,44,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0
2014-10-01,0,0,0,85,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,64,0,0,0,100,70,0,0,0,0,0,0,0,94,0,0,100,94,0,0,0,0,0,0
2014-12-01,0,0,0,0,91,0,69,0,0,0,0,100,0,0,0,0,0,0,0,0,100,90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,88,0,0,0,0,0,0,0,0,0,0
2015-01-01,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,79,82,0,0,0,0,0,0,96,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,70,73,0,0,0,0,100,0,0,0,0
2015-02-01,0,0,0,0,75,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0
2015-03-01,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,72,79,0,0,0,0,0,0,0,0,0,0,56,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,46,0,0,0,0,50,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0
2015-04-01,0,0,0,0,0,0,48,0,0,79,0,69,0,0,0,0,86,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,0,0,54,59,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,62,0,0,0,0,100,0,0,0,0,0,0,62,58,0,0,0,0,0,0
2015-06-01,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,100,0,94,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,50,0,0,0,0,0,0,0,67,0,0,0,67,0,0,0,0,0,0
2015-07-01,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,100,0,71,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,91,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
2015-08-01,0,0,74,0,81,0,62,73,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,77,0,0,80,0,39,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0
2015-10-01,0,0,0,66,0,0,100,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0
2015-11-01,0,0,0,0,0,0,69,0,0,0,0,50,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,100,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,100
2015-12-01,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,45,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0
2016-01-01,0,0,38,0,0,0,32,0,0,0,0,45,0,47,0,60,0,0,0,0,46,0,0,0,0,45,0,0,0,50,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,42,0,0,0,0,0,0,0,0,0
2016-02-01,0,51,34,0,37,0,29,34,0,0,0,41,0,0,0,54,51,0,0,0,0,0,0,0,0,0,0,0,51,30,0,0,0,0,0,0,51,0,0,0,0,0,0,42,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0
2016-03-01,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,58,0,55,0,0,0,0,0,0,0,58,0,0,0,0,0,65,53,0,0,0,0,0,100,0,0,0,46,33,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,53,49,0,70,0,0,0,0
2016-04-01,0,0,0,0,40,0,31,0,0,51,0,0,0,0,0,0,55,42,0,0,44,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,89,70,57,36,0,0,0,0,0,0,20,0,0,0,0,0,0,0,41,0,41,39,0,0,0,0,0,0
2016-05-01,0,0,0,43,43,0,67,0,0,0,0,48,0,0,0,0,59,0,49,0,0,44,0,0,0,0,0,0,0,0,0,0,0,100,0,45,0,0,0,0,45,0,0,0,0,0,43,0,0,62,39,29,0,40,0,0,0,0,0,0,72,0,0,0,56,0,0,0,0,0,0,0,0,0,0
2016-06-01,0,0,0,55,83,0,43,50,0,0,0,0,0,0,0,0,76,0,0,0,61,56,0,0,0,61,0,0,0,0,0,0,0,64,0,0,76,0,0,70,0,0,0,0,0,100,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0
2016-07-01,0,85,57,63,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,87,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,66,62,0,0,0,0,0,0
2016-08-01,0,0,0,79,0,0,60,0,0,100,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0
2016-09-01,0,100,67,73,0,0,56,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,82,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,63,65,0,62,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,100,0,51,38,0,52,0,0,82,0,0,0,0,0,0,0,0,58,0,0,55,0,0,0,0,0,0
2016-11-01,0,0,41,45,45,0,34,0,0,0,0,0,0,0,0,0,0,46,0,61,0,0,0,0,0,0,0,0,0,36,60,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,30,0,0,0,0,32,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
2016-12-01,0,0,0,0,47,0,36,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,51,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,45,47,0,0,45,0,0,0,0,0,0
2017-01-01,0,0,35,19,38,0,37,0,0,0,0,21,0,0,0,0,0,0,22,52,21,19,21,44,0,0,0,0,0,23,26,0,0,22,0,0,0,0,0,0,20,0,0,22,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,47,0,27,0,0,0,0
2017-02-01,0,0,16,0,17,0,26,0,0,0,0,47,0,0,0,25,0,0,0,0,0,17,0,0,0,19,25,0,0,14,0,0,0,20,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,25,15,17,0,0,0,18,12,0,86,0,0,0,0,0,0,23,0,0,17,0,24,0,0,0,0
2017-03-01,0,0,10,11,33,0,8,0,50,14,0,24,0,0,24,16,0,11,12,15,12,22,12,12,0,0,16,0,0,0,0,0,0,12,42,23,0,0,0,0,23,0,0,12,0,0,11,0,0,16,0,10,0,0,0,0,8,0,55,0,18,0,0,0,0,11,0,0,16,0,15,0,0,0,0
2017-04-01,0,12,0,0,0,0,13,0,0,0,0,28,0,0,0,25,0,9,0,12,0,17,0,10,0,0,12,0,0,7,12,0,0,10,0,9,0,0,0,0,14,0,0,0,0,0,8,0,0,0,8,9,0,8,0,9,6,0,0,0,14,0,0,0,13,9,0,0,0,0,0,44,0,100,0
2017-05-01,0,0,15,16,0,0,25,0,75,0,0,18,0,0,0,24,0,0,19,23,0,22,0,0,0,0,24,0,0,13,22,0,0,0,63,17,0,0,0,0,0,0,0,0,0,0,16,0,0,24,0,11,0,0,0,43,24,0,0,0,0,0,41,0,16,17,0,17,16,0,0,0,0,0,0
2017-06-01,0,0,27,0,0,0,22,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,66,0,0,29,0,51,0,26,19,0,27,0,30,0,0,0,0,0,0,0,0,0,0,0,30,56,0,0,0,0,0,0
2017-07-01,0,0,28,0,31,0,23,0,0,0,0,34,0,0,0,0,42,0,0,0,0,31,0,0,0,0,0,0,42,0,0,0,0,35,0,0,0,0,0,0,32,0,0,0,0,0,30,0,0,0,0,20,31,28,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
2017-08-01,0,0,0,26,26,0,30,24,0,33,0,29,0,0,0,0,0,0,0,0,29,26,0,30,0,29,0,0,0,21,0,0,0,0,100,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,24,18,0,0,0,27,0,0,0,0,0,0,0,0,26,0,0,27,51,0,0,0,0,0,0
2017-09-01,0,0,0,32,0,0,25,0,0,41,0,0,0,0,0,47,0,0,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
2017-10-01,0,0,0,0,34,0,26,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,47,0,0,0,0,39,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,31,23,0,0,0,35,49,0,0,0,58,0,0,0,34,35,0,36,34,0,0,0,0,0,0
2017-11-01,0,16,15,0,30,0,21,0,56,15,0,53,0,0,0,0,0,12,14,0,13,12,13,21,0,0,36,0,16,0,0,0,0,14,47,13,16,0,0,0,0,0,0,0,100,0,12,26,0,18,0,13,12,11,0,12,26,6,0,0,0,0,0,0,19,20,0,12,35,0,17,0,0,0,0
2017-12-01,0,30,9,7,26,0,41,7,0,0,0,33,0,0,16,11,15,0,0,15,8,7,0,8,14,8,0,0,0,0,39,0,0,17,0,8,10,8,0,0,16,0,0,13,0,0,14,0,0,14,7,15,15,13,0,0,16,4,0,0,12,0,18,0,38,35,0,0,14,0,10,37,0,0,0
2018-01-01,0,19,25,0,41,0,46,0,0,0,0,15,0,0,0,20,38,14,0,0,15,0,0,16,0,0,40,0,0,11,0,19,0,32,53,0,19,0,0,0,0,0,0,31,0,0,27,0,24,39,0,14,0,0,0,0,15,7,0,0,23,15,34,14,40,14,0,14,33,0,38,0,0,0,0
2018-02-01,0,0,18,0,39,0,15,0,0,25,0,32,0,0,0,29,27,0,22,0,22,39,0,45,0,22,0,0,0,16,0,0,0,23,0,0,27,0,0,0,20,0,0,0,0,0,19,0,0,28,18,20,0,0,0,21,14,10,0,0,33,0,0,0,67,60,0,0,48,0,0,100,0,0,0
2018-03-01,0,0,17,18,18,0,37,0,0,23,0,20,0,0,0,0,25,19,21,0,20,18,0,41,67,20,0,0,50,22,36,51,0,0,0,0,0,0,0,0,19,0,0,0,0,0,18,0,0,60,25,12,18,16,0,0,13,18,0,0,30,0,0,0,18,28,0,19,44,0,25,0,0,0,0
2018-04-01,0,29,19,21,21,0,22,0,0,27,0,24,0,0,0,31,29,22,0,0,0,0,0,49,0,0,0,0,0,17,0,0,0,24,0,0,0,0,0,0,22,0,0,24,0,0,0,0,37,61,0,42,0,20,0,0,15,0,0,0,0,0,0,0,34,0,0,22,52,0,0,0,0,0,0
2018-05-01,0,0,18,20,20,0,36,0,91,0,0,44,0,23,0,0,0,0,23,0,0,30,22,0,0,0,29,0,27,16,0,42,0,0,0,21,27,22,0,0,0,100,0,22,0,0,20,0,0,86,18,18,20,0,0,21,14,0,100,0,33,22,0,0,58,41,0,21,39,0,0,0,0,0,0
2018-06-01,0,55,0,20,0,0,15,18,0,25,0,44,0,0,0,29,55,21,0,54,22,20,44,23,0,0,0,0,0,16,0,28,0,0,0,0,0,0,0,0,21,0,0,0,0,0,20,0,35,57,18,13,0,18,0,0,14,0,0,0,33,0,100,21,0,20,0,28,20,0,28,0,0,0,0
2018-07-01,0,46,15,0,25,0,34,15,0,21,21,19,0,29,0,25,34,17,19,23,0,33,18,19,0,0,0,0,0,13,22,23,0,38,64,17,0,0,0,0,17,0,0,0,0,30,0,74,0,24,15,22,0,0,0,0,18,8,0,0,28,0,0,0,24,28,0,26,16,0,0,85,0,0,0
2018-08-01,0,0,15,17,25,0,26,0,0,21,0,18,0,0,37,24,45,17,38,23,0,17,0,19,0,0,0,0,0,40,44,23,0,19,63,0,0,0,0,0,26,0,0,19,0,0,16,0,29,36,15,22,17,0,0,17,12,0,0,0,28,18,42,0,27,17,0,17,16,0,0,0,0,0,0
2018-09-01,0,28,19,21,31,0,42,0,93,26,0,34,0,0,0,30,0,0,0,28,0,41,23,23,0,0,89,0,0,17,28,0,0,24,78,21,28,0,0,0,22,0,0,23,0,0,40,45,0,74,19,28,20,19,0,21,44,0,0,0,0,0,0,0,40,21,0,22,100,0,29,0,0,0,0
2018-10-01,0,28,18,0,30,0,41,0,0,25,0,44,0,0,0,29,0,0,0,27,22,20,0,22,0,0,0,0,0,31,53,0,0,22,0,20,27,0,0,0,21,0,0,0,0,0,20,0,0,29,24,13,0,0,0,0,100,15,0,0,0,0,0,0,26,20,0,0,20,0,28,0,0,0,0
2018-11-01,0,30,0,0,0,0,28,20,100,56,0,24,0,0,0,48,0,23,0,30,0,0,0,25,0,24,0,0,30,17,0,0,0,25,0,0,30,0,0,0,0,0,0,25,0,0,43,0,38,31,20,14,0,20,0,0,16,22,0,0,0,49,0,0,42,33,0,0,64,0,0,0,0,0,0
2018-12-01,0,0,24,0,80,0,34,0,0,34,0,29,0,30,0,78,36,0,0,0,29,27,0,30,100,0,0,0,0,0,36,0,0,31,0,0,37,29,0,0,0,0,0,0,0,0,0,0,0,38,0,0,27,0,0,28,19,14,0,0,0,0,0,0,39,100,0,28,26,0,0,0,0,0,0
