date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Kumquat,Lemons,Lettuce,Limes,Loquat,Lychee,Mangos,Mushrooms,Okra,Onion,Oranges,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Pumpkin,Quince,Raisins,Raspberries,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomato,Watermelon,Yams
2011-02-01,2,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-01,1,0,0,0,0,3,3,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,0,0
2011-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-01,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,20,0
2011-06-01,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,13,0,0,0,0,0,25,0,91,0,0,0,0,0,0,0,0,0,14,0
2011-07-01,0,97,0,0,100,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0
2011-08-01,0,100,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,100,0,0,0,0,6,0,0,0,8,15,0
2011-09-01,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,12,5,0,0,0,0,0,5,0,100,0,7,0,0
2011-10-01,2,0,12,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,11,4,0,0,0,0,0,0,100,90,0,0,12,0
2011-11-01,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,64,0,0,6,0,0
2011-12-01,2,0,0,0,0,3,0,0,0,0,100,0,0,0,0,0,77,79,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
2012-01-01,2,0,0,94,0,2,0,0,68,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0
2012-02-01,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,0,9,0,66,0,0,0,0,0,0,0,0,5,20,0
2012-03-01,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,67,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,9,0
2012-04-01,2,0,0,0,0,6,0,100,0,0,0,0,0,0,0,5,0,80,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,80,7,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,61,0,0,6,11,0
2012-05-01,0,0,0,0,0,5,2,0,0,0,0,100,0,92,100,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,9,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0
2012-06-01,2,64,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,66,0,0,84,0,0,0,0,0,0,0,0,0,0,0,5,25,0
2012-07-01,1,0,10,0,0,2,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,10,86,0,0,76,0,18,0,0,0,0,0,0,0,0,0,0,0,10,0
2012-08-01,1,0,0,100,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
2012-09-01,1,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,100,0,82,64,17,0,0,9,0,0,0,0,0,0,0,0,0,0,5,10,0
2012-10-01,2,0,0,0,57,3,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,3,55,0,0,0,0,0,0,0,0,0,11,0
2012-11-01,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,15,0,0,0,0,0,8,3,0,0,0,4,0,0
2012-12-01,1,0,0,0,0,2,0,0,52,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,64,0,3,0,0,0,0,8,0,0,59,0,4,8,0
2013-01-01,0,49,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,0,0,0,0,0,0,57,0,0,0,0
2013-02-01,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,78,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0
2013-03-01,1,0,0,0,0,2,2,64,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,35,0,0,0,46,8,0,0,9,2,0,47,0,0,0,0,0,0,0,0,7,0
2013-04-01,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,52,0,0,4,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,35,0,0,0,0,0,0,0,13,0,0,48,0,0,0,0,0,53,0,4,0,0
2013-05-01,0,0,0,66,48,1,0,0,0,1,0,0,70,65,71,0,0,53,0,0,4,0,7,0,0,7,100,0,0,46,0,7,0,0,0,53,0,0,0,35,0,0,0,0,0,0,60,6,0,0,0,0,7,0,0,40,0,0,4,11,0
2013-06-01,1,47,0,0,0,2,2,0,0,0,0,0,0,65,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,55,0,6,7,0
2013-07-01,1,0,0,0,0,1,2,0,0,0,0,0,70,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,4,23,0
