date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Leeks,Lemons,Lettuce,Longan,Loquat,Lychee,Malanga,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2007-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-01,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
2007-06-01,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-01,23,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,24,0,0,0,0,91,0,0,0,0,0
2007-08-01,23,0,0,0,0,18,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0
2007-09-01,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-01,19,0,0,0,0,0,0,0,0,0,0,0,0,0,81,100,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
2007-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-12-01,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,100,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-01-01,32,0,0,94,0,13,58,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,47,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
2008-02-01,17,0,0,0,0,20,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,50,0,0,0,17,0,0
2008-03-01,0,0,0,88,0,23,54,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
2008-04-01,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,53,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0
2008-05-01,16,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-01,16,16,0,95,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-01,17,0,0,0,0,14,0,0,0,0,73,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,68,0,0,0,0,0
2008-08-01,16,0,24,0,0,0,60,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,16,0,0
2008-09-01,16,0,0,94,0,12,0,0,0,0,66,0,0,0,0,81,0,94,0,100,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,100,0,0,75,42,0,100,0,0,0,0,0,0,0,16,0,46,0,0,0,16,0,0
2008-10-01,22,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,17,0,0
2008-11-01,19,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-01,0,0,0,0,0,31,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,100,95,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,100,0,0,0,0
2009-01-01,17,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-01,18,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
2009-03-01,0,0,0,0,72,12,55,0,0,0,0,0,0,15,0,0,0,0,0,0,0,21,100,54,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,59,75,0,15,0,0
2009-04-01,15,0,0,87,71,0,55,0,0,0,0,0,0,0,0,0,0,0,0,93,0,21,99,0,0,0,0,43,0,0,0,0,100,0,0,0,86,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,0,0,57,0,0,15,0,0
2009-05-01,22,0,0,0,0,18,54,0,0,100,63,0,0,0,0,0,0,0,0,94,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
2009-06-01,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,74,0,0,49,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,17,0,48,65,0,0,0,0,0
2009-08-01,17,17,25,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,61,38,0,0,0,0,81,0,0,0,0,0,0,100,0,0,0,0,0,0,17,0,0,0,0,0,0,15,0,96,36,0,0,0,0,0,0,0,0,0,0,25,0,0,0,66,0,0,0,0,0
2009-09-01,18,0,0,0,0,14,0,0,0,0,76,0,0,0,76,0,0,0,0,0,0,26,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,100,0,0,0,0,0,0,0,0,18,0,0,70,0,0,0,0,0
2009-10-01,15,0,0,0,73,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,100,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,100,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-11-01,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,100,0
2009-12-01,22,0,0,0,0,12,0,0,0,0,64,0,0,0,0,0,0,0,100,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,97,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,15,45,0,0,0,58,0,0,15,0,0
2010-01-01,14,0,0,0,100,17,0,0,0,0,0,0,0,0,0,72,0,83,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,54,0,0,0,0,0
2010-02-01,15,0,0,0,0,24,56,0,0,0,0,0,0,0,0,79,0,0,0,96,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
2010-03-01,13,0,0,0,61,0,46,0,0,0,0,0,0,13,0,0,0,77,0,81,0,0,0,0,0,0,0,0,0,61,0,0,0,18,0,0,0,0,0,63,0,0,0,13,0,0,0,0,38,0,0,0,0,27,0,35,0,0,0,0,0,0,0,13,19,13,0,0,50,0,0,0,0,0
2010-04-01,33,13,0,0,0,16,48,0,0,0,0,32,84,13,0,0,0,80,0,0,0,19,0,0,0,0,0,0,0,63,0,0,0,19,0,0,0,0,0,65,100,0,0,0,0,0,0,0,0,0,12,84,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-01,13,0,18,0,0,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,25,0,0
2010-06-01,25,0,0,0,0,10,47,0,0,0,0,0,0,0,0,67,0,0,0,80,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,35,0,82,0,0,0,0,0,0,0,0,0,0,100,0,0,13,0,0
2010-07-01,0,0,0,0,64,31,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,28,62,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,13,0,0
2010-08-01,14,14,0,0,0,11,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,99,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,54,0,0,14,0,0
2010-09-01,14,0,0,0,67,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,42,0,0,0,0,0,66,38,0,0,0,0,0,0,0,0,21,14,0,0,0,0,0,14,0,0
2010-10-01,11,0,0,0,56,14,42,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,12,0,0,0,0,45,0,0,0,73,0
2010-11-01,18,0,0,0,0,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,36,0,0,0,0,0,0
2010-12-01,25,0,0,0,0,10,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-01,7,5,8,0,25,12,25,14,0,0,22,0,0,5,0,0,0,0,0,33,0,7,0,0,18,0,0,0,0,25,0,0,0,7,0,0,0,0,0,0,0,0,27,0,0,35,0,34,23,0,5,0,0,11,0,0,0,0,100,0,0,0,0,0,0,0,0,15,20,0,41,5,0,0
2011-02-01,11,5,0,32,78,7,20,0,0,0,23,0,0,0,0,0,0,0,0,34,0,0,74,20,0,0,0,16,0,26,93,35,0,0,0,0,32,0,0,27,0,0,28,5,100,24,0,0,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,16,64,0,0,0,0,0
2011-03-01,9,0,0,0,33,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,28,0,0,0,0,0,0,13,0,0,27,0,0,23,0,0,0,0,0,21,0,0,0,0,0,0,0,10,0,13,0,30,0,0,0,0,0,5,0,0,0,14,18,0,37,5,0,0
2011-04-01,11,5,0,0,23,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,58,14,0,24,0,0,0,7,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,28,0,0,13,0,0,0,0,0,0,0,5,0,5,0,14,0,0,0,5,0,0
2011-05-01,8,4,7,0,22,7,66,0,0,0,19,0,0,0,0,0,0,0,0,29,0,0,0,0,10,0,0,13,0,0,0,0,0,6,0,0,0,0,0,0,0,0,24,0,0,20,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,5,7,0,82,0,18,0,0,7,0,100
2011-06-01,11,0,7,55,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,17,11,0,0,0,0,22,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,14,0,0,0,0,10,22,13,0,60,0,0,0,0,0,5,0,0,84,14,18,0,0,5,0,0
2011-07-01,8,0,7,0,22,9,17,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,32,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,24,5,0,21,0,0,0,0,4,0,0,10,0,13,0,61,0,0,0,0,0,0,7,0,85,14,36,0,0,7,0,0
2011-08-01,19,5,0,28,34,6,0,0,0,0,20,0,0,0,0,0,0,0,32,0,0,7,32,17,0,26,0,0,0,46,0,0,0,7,0,0,0,0,0,24,0,0,0,0,0,21,0,0,14,0,0,0,0,0,22,26,0,31,0,0,0,0,0,0,0,5,0,0,19,0,0,7,0,0
2011-09-01,4,0,0,0,0,9,16,0,0,0,19,0,0,4,19,0,0,0,0,28,12,6,0,16,0,0,0,0,0,0,77,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,29,0,9,0,12,0,29,0,0,0,0,0,14,13,4,0,13,18,0,0,7,0,0
2011-10-01,16,0,0,48,19,4,30,0,100,0,26,15,26,4,0,0,29,0,0,25,0,0,0,15,18,22,0,12,0,0,70,0,0,6,20,0,24,0,0,0,0,0,21,0,0,18,0,0,12,0,4,0,23,9,0,17,0,0,0,0,0,57,0,0,9,4,74,12,32,0,0,8,0,0
2011-11-01,9,4,6,0,21,9,16,0,0,0,18,0,0,0,0,0,0,0,28,27,0,6,0,15,0,0,0,0,0,0,0,0,0,6,0,0,25,0,0,0,0,0,0,4,0,19,0,0,0,31,0,27,24,0,0,17,0,28,0,0,0,0,0,4,6,4,0,13,17,0,0,13,0,0
2011-12-01,10,0,0,0,19,9,14,0,0,0,17,0,0,0,0,0,28,24,0,25,0,0,0,14,9,0,0,11,0,19,68,0,27,6,0,0,0,0,0,0,0,0,21,0,0,0,0,0,12,0,4,0,0,14,0,11,0,25,74,0,0,0,0,4,6,10,70,0,46,20,0,4,0,0
2012-01-01,13,0,0,0,0,9,33,10,0,0,26,9,0,0,16,19,0,33,48,23,0,5,25,20,0,0,44,11,0,17,0,0,0,5,18,0,32,0,0,0,0,0,0,0,0,24,0,0,11,0,3,0,0,8,17,10,0,0,0,100,0,0,0,4,0,0,66,18,29,19,29,0,0,0
