date,Apple,Asparagus,Avocado,Banana,Beans,Beets,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Cherries,Corn,Cucumber,Dates,Eggplant,Fennel,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Lemons,Lettuce,Mushrooms,Okra,Onion,Oranges,Passion Fruit,Peaches,Peas,Peppers,Plantains,Pomegranate,Potatoes,Pumpkin,Spinach,Squash,Strawberries,Sweet Potato,Tomato,Watermelon,Yams,Cassava
2007-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-01,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-01,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-01,0,0,0,17,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-01,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-01,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-01,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
2008-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-11-01,48,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-01,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-01,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,33,0,0
2009-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-01,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,100,0,0,0,0,23,0,0,0
2009-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2009-11-01,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-12-01,0,0,0,0,48,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,39,0,0,0,14,0,0,0,100,0,0,87,0,0,0,0,81,0,0,0,0
2010-02-01,31,0,0,11,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
2010-03-01,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0
2010-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,69,0,0,0,0,0,0,0,0,0,31,0,0,0,91,0,0,0,0,0,0,0,0,0
2010-05-01,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,95,0,0,0,0,0,0,0,0,29,0,0,0
2010-06-01,0,0,0,0,39,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
2010-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
2010-09-01,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-01,0,0,0,9,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0
2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,59,0,0,48,0,0,0,0,0,11,0,0,0
2011-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
2011-04-01,0,0,36,0,0,0,48,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
2011-05-01,0,0,33,0,19,0,0,24,32,0,0,0,0,19,0,0,0,0,0,0,47,0,0,0,19,0,0,0,0,0,0,15,0,0,0,0,0,0,100,0,0,0,0,0,0
2011-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-01,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,100,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2011-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0
2011-10-01,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,100,24,0,0,0,28,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-01,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,24,0,0,0,28,0,0,0,0,0,0,0,0,0,0,41,0,0,37,0,0,84,0,0,0,0,100,0
2011-12-01,0,0,0,5,0,0,40,0,30,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-01,12,0,0,8,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,16,0,0,0,0,0,0,0,0,82,0,33,0,0,0,0
2012-02-01,0,0,0,0,0,0,0,0,26,0,0,25,0,0,0,0,0,23,0,0,0,0,0,0,0,8,0,0,0,16,0,0,0,0,0,36,0,0,0,0,0,8,0,0,0
2012-03-01,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,100,0,15,0,0,0,0,100,0,0,0,0,0,31,0,0,0,0
2012-04-01,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,100,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0
2012-05-01,10,0,0,3,0,0,0,0,22,0,0,0,0,13,0,0,0,0,0,92,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,31,60,0,0,0,28,7,0,0,0
2012-06-01,0,0,0,4,0,0,0,18,0,0,0,24,0,0,0,0,0,0,0,100,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,33,0,0,0,0,0,8,0,0,0
2012-07-01,0,0,0,0,0,0,33,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
2012-08-01,0,0,25,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-01,0,0,0,4,0,0,0,0,0,0,0,22,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,32,0,0,0,0,30,0,0,0,0
2012-10-01,0,0,0,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,82,0,0,0,0,13,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,26,0,8,0,0
2012-11-01,0,0,0,3,0,0,0,0,0,0,0,0,20,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,28,28,0,0,0,0,6,0,0,0
2012-12-01,20,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-01,0,0,0,0,0,100,25,0,0,0,0,0,0,11,0,0,0,0,0,76,0,19,25,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0
2013-02-01,9,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,26,0,100,0,0,0,0,0,0,0
2013-03-01,0,0,0,0,0,0,0,14,0,0,0,0,0,21,0,0,0,16,0,0,0,0,0,0,11,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-01,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,6,0,0,0
2013-05-01,8,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,68,0,18,0,0,0,0,0,0,0,10,0,0,0,0,0,0,23,0,0,0,0,0,7,0,0
2013-06-01,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,23,23,88,0,0,0,5,0,0,0
2013-07-01,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,23,23,0,0,0,0,0,0,0,0
2013-08-01,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-01,8,0,17,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,0,0,34,0,0,0,0,0,0,4,0,0,0,0,0,0,0,22,0,0,0,21,0,0,0,0
2013-10-01,0,0,16,9,0,0,0,11,0,0,0,0,14,0,0,61,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,21,0,48,0,19,7,0,0,0
2013-11-01,14,0,0,0,9,0,21,0,0,0,0,0,0,0,24,0,0,0,16,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
2013-12-01,7,0,0,0,0,87,21,0,0,0,0,0,0,0,0,64,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0
2014-01-01,0,0,15,2,0,0,19,10,0,0,0,0,0,0,22,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,18,0,44,0,0,0,6,0,0
2014-02-01,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,20,0,77,0,0,0,0,6,0,0
2014-03-01,6,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,55,3,8,0,7,0,0,0,0,0,0,42,0,0,6,0,0,0
2014-04-01,0,0,0,2,8,0,18,0,0,0,0,0,13,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,43,0,0,0,0,0,0
2014-05-01,6,0,0,2,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,40,0,16,4,0,0,0
2014-06-01,6,0,0,4,0,0,17,0,0,0,0,12,12,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,35,0,0,40,0,0,0,0,0,0
2014-07-01,6,0,0,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,6,0,0,0,17,0,0,0,0,0,4,0,0,0
2014-08-01,6,0,13,2,8,0,18,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,66,41,0,0,0,5,0,0
2014-09-01,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,49,0,0,0,0,0,0,16,0,0,0,0,0,0,0,11,0,19,0,0,0,0,63,0,0,15,4,15,0,0
2014-10-01,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-01,11,0,25,5,0,0,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0,7,0,0,0,0,7,0,0,0,0,0,48,0,0,0,0,15,4,0,0,0
2014-12-01,6,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,12,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5,0,0
2015-01-01,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,45,0,0,12,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,59,0,0,0,4,5,0,0
2015-02-01,6,0,13,2,0,0,0,9,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,5,0,0
2015-03-01,5,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,23,45,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,46,15,0,36,0,0,0,5,0,0
2015-04-01,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,7,0,0,0,0,0,0,0,18,0,46,15,0,0,36,0,0,3,0,0,0
2015-05-01,5,0,0,4,6,0,14,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,6,0,0,0,0,41,14,0,52,0,0,0,5,0,0,0
2015-06-01,0,0,0,2,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6,0,0,0,0,0,0,5,0,58,0,14,13,0,32,0,0,3,4,0,0
2015-07-01,0,0,0,1,5,0,0,0,0,0,0,0,0,0,14,0,0,0,9,0,0,0,12,0,5,0,0,0,0,0,0,4,0,0,0,12,0,46,0,0,11,3,0,0,0
2015-08-01,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,9,0,39,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,3,0,35,0
2015-09-01,4,0,10,1,5,49,12,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,25,0,0,0,0,0,0,4,0,0
2015-10-01,4,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,5,0,0,0,0,5,0,4,0,0,0,11,0,0,0,0,10,0,3,0,0
2015-11-01,6,0,8,0,5,0,11,6,0,13,5,0,0,0,0,32,30,0,0,32,0,0,0,25,0,0,0,0,0,0,0,4,0,0,0,22,11,0,0,0,24,0,3,30,0
2015-12-01,4,0,0,1,5,0,11,0,0,13,0,0,0,0,13,33,0,0,0,34,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,17,0,0,0,0,11,0,0,31,0
2016-01-01,3,0,0,1,4,0,9,0,0,0,4,0,10,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,17,2,0,0,0
2016-02-01,3,0,0,0,4,0,0,5,0,11,0,0,0,4,0,56,0,6,0,28,0,0,10,0,4,0,0,0,0,4,0,3,11,0,0,13,9,0,22,0,9,2,3,0,0
2016-03-01,6,0,0,2,4,34,0,5,0,0,0,0,6,4,0,0,0,11,0,0,0,0,0,0,8,0,0,0,1,0,0,0,10,0,0,9,9,0,0,0,0,0,3,0,0
2016-04-01,14,0,13,2,4,0,0,9,0,10,0,6,6,4,0,0,0,6,13,25,0,0,9,0,0,0,0,26,0,4,0,0,0,0,0,0,8,32,20,0,0,3,5,0,0
2016-05-01,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,25,0,6,0,0,0,0,9,0,4,0,3,26,0,0,6,0,0,0,0,9,0,0,20,0,8,4,0,0,0
2016-06-01,3,0,6,2,0,0,0,5,6,0,4,0,0,0,0,0,0,5,0,25,0,6,0,0,4,0,0,0,0,4,0,4,0,36,0,17,0,32,0,0,0,4,0,0,0
2016-07-01,3,0,9,1,7,0,8,5,0,0,0,0,6,0,0,0,23,6,0,0,0,7,0,19,0,0,0,0,0,4,0,3,10,0,0,0,0,0,0,0,0,0,5,0,0
