date,Apple,Apricot,Asparagus,Avocado,Banana,Beans,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Lettuce,Mushrooms,Onion,Peaches,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Pumpkin,Quince,Spinach,Squash,Strawberries,Tomato,Watermelon,Yams
2005-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-01,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-01,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-01,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-01,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
2008-09-01,18,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-11-01,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-01,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-01,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
2009-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,10,0
2009-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
2009-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
2009-10-01,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2009-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
2009-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-01,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2010-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-01,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
2010-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-01,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,51,0,0
2010-07-01,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
2010-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-01,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-01,3,0,0,0,6,100,0,0,0,100,0,0,0,16,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
2011-02-01,0,0,0,0,4,96,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,7,2,0
2011-03-01,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,7,1,0
2011-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-05-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-06-01,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
2011-07-01,0,0,0,0,5,87,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
2011-08-01,0,76,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,90,0,0,0,100,0,0,0,0,0,6,1,0
2011-09-01,2,68,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,71,0,0,0,0,0,0,0
2011-10-01,2,0,0,0,2,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2011-12-01,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-01,0,100,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0
2012-02-01,1,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,4,1,0
2012-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
2012-04-01,1,0,0,0,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
2012-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-01,0,52,0,0,4,53,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,100,0,0,0,1,0
2012-07-01,1,51,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-08-01,1,0,0,0,2,52,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,0
2012-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-01,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,45,2,0,0,0,0,0,1,0,0,100,0,0,88,4,0,0
2012-11-01,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,51,0,1,0,57,0,0,0,0,87,0,0,0
2012-12-01,1,0,0,0,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-01,0,0,0,0,1,36,68,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-01,2,0,0,0,2,38,0,0,83,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-01,1,0,0,0,1,0,66,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0
2013-04-01,1,0,0,0,2,0,0,70,0,0,0,0,0,6,77,0,0,0,39,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
2013-05-01,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,0,0,3,1,0
2013-06-01,1,37,0,0,1,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,48,0,0,0,0,0,6,0,0
2013-07-01,1,0,0,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,3,1,0
2013-08-01,1,0,0,0,1,36,67,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,79,0,0,0,3,1,0
2013-09-01,1,0,0,0,4,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-01,1,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,33,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0
2013-11-01,1,0,0,0,3,33,62,0,69,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,0,5,0,3,1,0
2013-12-01,1,0,0,0,3,31,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
2014-01-01,0,27,0,5,3,28,53,0,60,28,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,0,53,0,0,0,0,0
2014-02-01,1,0,0,0,2,31,59,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,60,0,0,0
2014-03-01,0,27,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,92,27,0,0,0,0,0,1,0,35,0,0,0,0,0,0,0,0
2014-04-01,0,0,0,5,1,59,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,0,0,0,0,0,0,57,0,1,0
2014-05-01,0,0,100,5,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,100,2,0,0,0,0,0,33,4,0,0,37,29,0,0,4,0,0,0,0
2014-06-01,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0
2014-07-01,0,0,0,0,2,0,0,0,0,0,100,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,0,1,0
2014-08-01,0,29,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,100,0,0,5,0,0,0,0,0,38,0,0,0,0,0,2,1,0
2014-09-01,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,0,0,43,0,0,0,0,0,0,0,0,0,0,2,1,0
2014-10-01,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-11-01,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,0,0,0,50,2,0,0
2014-12-01,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,2,0,0
2015-01-01,0,22,0,0,3,46,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,44,2,1,0
2015-02-01,0,0,0,4,4,0,95,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0
2015-03-01,0,0,0,0,3,0,0,0,49,0,0,0,0,0,0,3,0,27,24,97,0,0,2,0,0,0,0,0,26,3,0,0,29,0,0,43,0,0,0,0,0
2015-04-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,25,0,0,0,2,80,0,0,0,0,0,0,0,0,62,24,0,0,4,0,0,1,0
2015-05-01,0,24,82,0,3,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,24,0,0,0,28,0,0,0,31,0,0,0,0,0,3,0,0
2015-06-01,0,0,0,4,4,26,0,0,56,0,0,83,0,0,0,0,0,30,0,0,0,0,2,0,0,0,0,0,0,0,0,0,33,0,0,49,0,50,2,0,0
2015-07-01,0,25,0,4,4,26,0,0,0,0,0,82,0,0,53,0,0,30,0,0,0,0,2,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,2,1,0
2015-08-01,0,0,0,0,2,50,47,0,54,0,85,81,0,0,52,0,0,29,0,0,0,0,2,0,0,0,0,0,29,0,0,0,32,0,0,47,0,0,4,1,0
2015-09-01,0,0,0,0,3,25,48,0,0,25,0,0,4,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,25,0,48,0,0,0,1,0
2015-10-01,0,23,0,4,2,0,44,0,0,0,0,74,0,0,0,3,0,0,0,0,4,80,0,0,23,0,0,0,26,0,0,0,0,23,0,44,4,0,4,0,0
2015-11-01,0,0,0,0,3,24,60,0,50,0,80,0,0,0,0,0,0,0,0,100,0,0,2,0,0,0,0,0,0,0,0,0,30,24,0,0,0,0,0,0,0
2015-12-01,1,22,0,4,1,0,0,43,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,4,0,0,0,0,0,43,0,0,0,0,0,0,0,0
2016-01-01,1,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,4,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,2,0,0
2016-02-01,0,0,0,3,1,31,0,0,0,0,71,0,0,0,0,0,0,0,22,0,3,0,4,0,21,0,0,0,0,0,0,0,0,0,0,39,3,0,2,0,0
2016-03-01,0,0,0,0,1,0,0,38,0,0,0,0,0,0,0,0,0,48,0,0,0,69,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,2,0,0
2016-04-01,0,0,0,0,2,43,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,22,0,40,0,0,2,0,0
2016-05-01,0,22,0,0,2,22,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2,0,0
2016-06-01,0,45,0,4,2,23,43,0,0,0,79,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,4,0,0,0,0,0,29,0,0,0,0,44,2,1,0
2016-07-01,0,34,0,0,1,0,44,0,100,23,79,0,0,0,0,0,0,0,0,0,0,0,2,77,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,0
2016-08-01,0,25,0,0,1,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,2,1,0
2016-09-01,0,25,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,29,0,0,0,33,26,0,0,0,0,2,0,0
2016-10-01,0,0,0,4,1,0,46,45,0,24,0,0,0,0,0,0,0,56,0,0,0,0,3,0,0,0,0,0,27,0,0,0,30,36,0,0,4,0,4,1,0
2016-11-01,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,4,0,0,30,0,0,0,7,0,2,0,0
2016-12-01,1,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-01,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2017-02-01,0,21,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,4,0,25,0,0,0,27,22,0,41,0,0,0,0,0
2017-03-01,0,20,0,3,2,0,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,20,0,3,0,23,0,0,0,0,0,0,0,0,0,2,1,0
2017-04-01,0,0,0,4,2,22,0,0,0,22,74,0,0,0,0,0,82,0,0,0,7,0,0,0,0,0,0,31,0,0,0,0,42,0,0,0,0,42,0,0,0
2017-05-01,0,22,78,0,1,0,43,0,0,0,0,73,0,0,0,0,0,27,0,0,0,78,4,0,23,1,0,0,0,0,0,0,29,0,0,0,0,45,2,0,0
2017-06-01,1,26,0,0,1,53,50,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,30,0,1,0,0,0,0,50,4,0,0,1,0
2017-07-01,0,26,91,0,2,27,0,0,0,27,0,0,4,0,0,0,100,31,0,0,4,0,2,0,0,0,0,0,0,0,0,0,34,27,0,0,0,0,3,2,0
2017-08-01,0,25,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0
